"site_id","sgn_id","sample_id","year","month","day","AFGHANURUS JOERNENSIS","AGAPETUS OCHRIPES","AMELETUS INOPINATUS","AMPHINEMURA BOREALIS","AMPHINEMURA STANDFUSSI","AMPHINEMURA SULCICOLLIS","AMPULLACEANA BALTHICA","APATANIA SP.","ARCTOPSYCHE LADOGENSIS","ARCYNOPTERYX COMPACTA","BAETIS MUTICUS","BAETIS NIGER","BAETIS RHODANI","BAETIS SCAMBUS","BAETIS SUBALPINUS","BRACHYPTERA RISI","CAPNIA ATRA","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","DINOCRAS CEPHALOTES","DIPTERA GEN. SP.","DIURA NANSENI","ELMIS AENEA","EPHEMERELLA ARONI","EPHEMERELLA MUCRONATA","GLOSSOSOMA SP.","GORDIUS SP.","GYRAULUS ACRONICUS","HEPTAGENIA DALECARLICA","HEPTAGENIA SULPHUREA","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ISOPERLA DIFFORMIS","ISOPERLA GRAMMATICA","ISOPERLA OBSCURA","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEUCTRA DIGITATA/FUSCA/HIPPOPUS","LEUCTRA FUSCA SSP.","LEUCTRA HIPPOPUS","LEUCTRA NIGRA","LIMNEPHILIDAE GEN. SP.","LIMNIUS VOLCKMARI","MICRASEMA SP.","NEMOURA AVICULARIS","NEMOURA CINEREA SSP.","NEMURELLA PICTETII","OLIGOCHAETA GEN. SP.","PERICOMA SP.","PLECTROCNEMIA CONSPERSA SSP.","POLYCENTROPUS FLAVOMACULATUS SSP.","PROTONEMURA MEYERI","RHYACOPHILA NUBILA","SERICOSTOMA PERSONATUM","SERRATELLA IGNITA","SIALIS SP.","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURUS LACUSTRIS","SIPHONOPERLA BURMEISTERI","TAENIOPTERYX NEBULOSA","ZWICKNIA BIFRONS"
111000004,"NOR_030_MZB_LO_1","111000004_26.06.2003",2003,"6",26,0,0,2,1,0,5,0,2,0,1,0,0,350,0,0,0,0,0,20,0,11,10,0,15,0,3,0,0,4,0,5,0,0,0,0,2,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,40,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_07.07.2004",2004,"7",7,0,0,0,4,0,0,0,4,0,0,0,0,55,0,0,0,0,0,5,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,1,0
111000004,"NOR_030_MZB_LO_1","111000004_04.07.2005",2005,"7",4,5,0,0,0,0,0,0,0,0,0,25,0,350,30,15,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,35,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_22.06.2006",2006,"6",22,0,0,0,1,0,0,0,0,0,0,0,0,380,0,0,1,0,0,5,0,0,1,0,15,0,1,0,0,1,0,2,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_13.06.2007",2007,"6",13,0,0,0,0,0,5,0,21,0,0,0,0,500,0,0,0,1,0,35,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,300,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_16.06.2008",2008,"6",16,0,0,1,1,0,0,0,3,0,0,0,0,185,0,0,0,0,0,10,0,1,1,0,2,0,20,0,0,1,0,2,0,0,0,0,0,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_21.06.2010",2010,"6",21,0,0,1,0,0,1,0,12,0,0,0,0,190,0,0,0,0,0,30,0,1,2,0,75,0,20,0,0,2,0,8,0,0,0,0,2,25,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,10,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_20.06.2011",2011,"6",20,0,0,1,5,0,0,0,3,0,0,0,0,280,0,0,1,0,0,55,0,3,2,0,60,0,1,1,0,3,0,35,0,0,0,0,1,75,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,10,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_06.06.2012",2012,"6",6,0,0,1,0,0,0,0,30,0,0,0,0,350,0,0,0,1,0,20,0,3,5,0,50,0,0,0,0,0,0,15,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,0,0,5,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_10.06.2013",2013,"6",10,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,13,0,0,1,0,7,0,0,0,0,0,0,25,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_18.06.2014",2014,"6",18,0,0,0,0,0,1,0,4,0,0,0,0,245,0,0,1,0,0,55,0,4,2,0,0,18,1,0,0,0,0,110,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,30,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_22.06.2015",2015,"6",22,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,1,20,0,2,1,0,8,0,0,0,0,0,0,25,0,0,0,0,0,60,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,3,2,0,0,0,0,10,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_01.07.2016",2016,"7",1,0,0,0,0,0,0,0,6,0,0,0,0,600,0,0,0,0,0,150,0,5,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,20,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_02.06.2017",2017,"6",2,0,0,0,0,0,0,0,6,0,0,0,0,1100,0,0,0,0,0,400,0,20,5,0,10,0,0,0,0,2,0,30,0,0,0,0,0,20,0,0,25,0,0,0,4,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,100,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_08.06.2018",2018,"6",8,0,0,0,0,3,0,0,4,0,0,0,0,230,0,0,0,0,0,125,0,15,1,0,9,0,0,0,0,0,0,20,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,15,0,0,0,0,25,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_29.06.2019",2019,"6",29,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,90,0,0,1200,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,30,0,0,0,0,200,0,0,0,0
111000004,"NOR_030_MZB_LO_1","111000004_01.06.2020",2020,"6",1,0,0,0,0,0,400,0,40,0,0,0,0,2000,0,0,50,0,0,2000,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,200,0,0,0,0,500,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_26.06.2003",2003,"6",26,0,0,0,1,0,5,5,2,5,0,50,0,30,5,0,0,0,0,20,0,0,0,2,5,0,0,0,0,15,10,10,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,1,1,0,0
111000005,"NOR_030_MZB_LO_2","111000005_07.07.2004",2004,"7",7,0,0,0,2,0,1,2,0,0,0,3,0,100,25,0,0,0,0,5,0,1,0,3,8,0,0,0,0,20,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,2,0,0,0,0,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_04.07.2005",2005,"7",4,3,0,0,1,0,0,4,1,0,0,15,0,135,25,10,0,0,0,30,0,4,0,2,8,0,0,0,0,5,0,10,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,3,0,0,0,50,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_22.06.2006",2006,"6",22,0,0,0,2,0,0,0,0,0,0,3,0,40,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0,5,0,10,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,2,0,4,2,0,0,0,15,1,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_13.06.2007",2007,"6",13,0,0,0,2,0,5,2,2,1,0,5,0,250,0,0,0,0,0,90,0,0,0,1,5,0,0,0,0,2,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,800,0,1,0,0
111000005,"NOR_030_MZB_LO_2","111000005_16.06.2008",2008,"6",16,0,0,0,22,0,0,0,0,1,0,1,0,160,0,0,0,0,0,35,0,1,1,0,10,0,0,0,0,2,0,4,0,7,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_16.06.2009",2009,"6",16,0,2,0,2,0,1,1,1,1,0,5,0,190,0,0,0,0,1,250,0,1,0,2,4,8,1,0,0,3,0,10,0,2,1,0,3,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,50,0,1,0,0
111000005,"NOR_030_MZB_LO_2","111000005_21.06.2010",2010,"6",21,0,0,0,5,0,10,5,0,0,0,20,0,100,0,0,0,0,0,20,1,3,0,0,35,0,3,0,0,2,0,10,2,3,0,0,2,0,0,0,0,0,10,0,0,0,1,0,0,0,5,0,0,1,0,4,0,0,0,0,10,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_20.06.2011",2011,"6",20,0,0,0,1,1,0,1,0,2,0,20,0,150,0,12,0,0,0,45,0,1,0,1,10,0,1,0,0,2,1,12,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,0,0,75,0,1,0,0
111000005,"NOR_030_MZB_LO_2","111000005_06.06.2012",2012,"6",6,0,0,0,5,1,0,2,5,1,0,30,0,260,0,0,0,1,0,90,0,20,2,2,18,0,1,0,0,15,0,5,0,9,1,0,40,0,0,0,0,1,0,0,0,0,22,0,0,0,3,0,0,1,0,12,0,0,0,0,180,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_10.06.2013",2013,"6",10,0,0,0,1,0,1,0,0,1,0,1,0,65,0,0,0,0,0,35,0,0,1,4,4,0,0,0,0,1,0,9,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,90,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_18.06.2014",2014,"6",18,0,0,0,0,0,1,0,2,0,0,0,0,285,0,0,2,0,0,30,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,2,3,0,0,0,0,0,4,1,0,0,0,4,0,3,0,0,1,0,6,0,0,0,0,25,0,0,0,1
111000005,"NOR_030_MZB_LO_2","111000005_22.06.2015",2015,"6",22,0,0,30,3,0,0,1,0,0,0,15,0,30,0,0,0,0,0,95,0,1,0,1,2,1,0,0,0,2,0,25,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,3,0,2,1,0,0,0,10,0,1,0,0
111000005,"NOR_030_MZB_LO_2","111000005_01.07.2016",2016,"7",1,0,0,15,0,0,0,0,10,2,0,10,0,40,0,0,0,0,0,30,0,3,15,30,8,0,0,1,0,5,0,15,0,0,0,0,2,0,5,0,20,0,0,0,3,0,0,0,0,0,2,0,0,2,0,5,1,0,0,5,20,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_02.06.2017",2017,"6",2,0,0,10,35,0,5,3,15,3,0,50,5,400,0,0,0,0,0,500,2,30,8,7,0,0,0,0,0,5,0,30,0,10,10,0,15,0,0,1,0,0,0,0,0,0,30,0,0,0,5,0,0,8,10,5,0,20,0,3,1300,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_08.06.2018",2018,"6",8,0,1,0,10,2,0,0,8,2,0,10,0,115,0,0,0,0,0,200,0,3,0,3,3,0,0,0,2,0,0,15,0,1,0,0,4,0,0,0,0,0,0,0,0,4,50,0,0,0,4,0,0,3,0,15,3,0,0,2,10,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_29.06.2019",2019,"6",29,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,10,0,0,2500,0,20,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,0,0,1500,0,0,0,0
111000005,"NOR_030_MZB_LO_2","111000005_01.06.2020",2020,"6",1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,30,0,1200,0,600,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,250,0,0,0,0,2,30,9,0,0,0,40,0,3,1,0,0,30,15,0,0,0,0,300,0,0,0,10
111000006,"NOR_030_MZB_LO_3","111000006_26.06.2003",2003,"6",26,0,0,0,0,0,1,0,59,0,8,0,0,400,0,0,10,0,0,85,0,80,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,8,0,0,0,1,2,1,0,0,0,5,1,0,0,0,0,750,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_07.07.2004",2004,"7",7,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1000,0,0,2,0
111000006,"NOR_030_MZB_LO_3","111000006_04.07.2005",2005,"7",4,0,0,0,0,0,0,0,1,0,0,0,0,55,0,0,15,0,0,140,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,10,2,0,0,0,0,80,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_22.06.2006",2006,"6",22,0,0,0,0,0,0,0,4,0,1,0,0,35,0,0,180,5,0,650,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,2,3,0,0,0,5,3,0,0,0,0,15,2,0,0,0,0,1000,0,0,0,2
111000006,"NOR_030_MZB_LO_3","111000006_13.06.2007",2007,"6",13,0,0,0,0,0,0,0,28,0,1,0,0,400,0,0,5,0,0,1500,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,3,0,1,0,0,0,5,3,0,0,0,0,1800,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_16.06.2008",2008,"6",16,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,15,1,0,550,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,6,0,0,0,0,100,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_16.06.2009",2009,"6",16,0,0,0,0,0,0,0,4,0,0,0,0,60,0,0,30,0,0,250,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,5,3,0,0,0,0,400,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_21.06.2010",2010,"6",21,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,10,0,0,225,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,60,0,0,10,0
111000006,"NOR_030_MZB_LO_3","111000006_20.06.2011",2011,"6",20,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,4,0,0,95,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,3,2,0,0,0,0,170,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_06.06.2012",2012,"6",6,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,60,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,8,2,0,0,0,0,250,0,0,9,0
111000006,"NOR_030_MZB_LO_3","111000006_10.06.2013",2013,"6",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,80,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_18.06.2014",2014,"6",18,0,0,0,0,0,1,0,0,0,1,0,0,22,0,0,45,0,0,250,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,100,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_22.06.2015",2015,"6",22,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,6,0,0,250,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,1,2,2,0,0,4,1,0,0,0,0,200,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_01.07.2016",2016,"7",1,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,10,0,0,750,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,300,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_02.06.2017",2017,"6",2,0,0,0,0,0,0,0,16,0,1,0,0,5,0,0,10,0,0,150,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,20,10,1,0,0,0,20,2,0,0,0,0,300,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_08.06.2018",2018,"6",8,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,30,2,0,2500,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,10,1,0,0,0,0,250,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_29.06.2019",2019,"6",29,0,0,0,5,0,0,50,2,5,0,100,5,600,0,0,0,0,0,1000,0,10,2,200,0,2,0,0,0,0,0,5,3,2,0,0,0,5,0,0,20,0,0,0,0,5,0,0,0,0,10,0,1,5,3,30,0,0,1,0,200,0,0,0,0
111000006,"NOR_030_MZB_LO_3","111000006_01.06.2020",2020,"6",1,0,10,100,0,0,60,50,40,10,0,0,0,300,0,0,0,0,0,2500,0,20,10,10,40,5,0,0,0,40,0,20,0,2,500,0,10,0,0,20,0,0,0,0,1,0,50,0,0,0,10,0,0,50,0,5,5,0,1,1,300,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_26.06.2003",2003,"6",26,0,0,1,0,0,0,0,0,0,1,0,0,150,0,0,10,0,0,10,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,6,6,0,0,0,0,12,18,0,0,0,0,420,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_07.07.2004",2004,"7",7,0,0,0,2,0,0,0,0,0,0,0,0,200,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,5,0,0,4,0
111000007,"NOR_030_MZB_LO_4","111000007_04.07.2005",2005,"7",4,0,0,0,0,0,0,0,1,0,0,0,0,260,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_22.06.2006",2006,"6",22,0,0,0,1,0,0,0,1,0,1,0,0,45,0,0,250,2,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,50,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_13.06.2007",2007,"6",13,0,0,0,0,1,3,0,1,0,0,0,0,500,0,0,8,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,20,4,0,0,0,0,150,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_16.06.2008",2008,"6",16,0,0,0,0,0,0,0,4,0,1,0,0,8,0,0,5,1,0,250,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,2,8,0,0,0,0,20,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_16.06.2009",2009,"6",16,0,0,0,0,1,0,0,3,0,1,0,0,150,0,0,50,1,0,110,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,60,0,0,1,0
111000007,"NOR_030_MZB_LO_4","111000007_21.06.2010",2010,"6",21,0,0,0,0,0,0,0,21,0,1,0,0,50,0,0,26,2,0,200,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,80,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_20.06.2011",2011,"6",20,0,0,0,4,0,0,0,3,0,0,0,0,100,0,0,35,1,0,105,0,5,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,1,1,2,0,0,0,3,1,1,0,0,0,5,12,0,0,0,0,120,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_06.06.2012",2012,"6",6,0,0,0,0,0,1,0,0,0,0,0,0,45,0,0,20,0,0,100,0,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,180,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_10.06.2013",2013,"6",10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0,35,0,4,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,3,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_18.06.2014",2014,"6",18,0,0,0,1,1,0,0,1,1,0,4,0,70,0,0,0,0,0,200,1,2,0,0,2,1,0,0,0,1,0,85,0,3,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,90,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_22.06.2015",2015,"6",22,0,0,0,0,0,0,0,2,0,0,0,0,160,0,0,12,0,0,135,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,5,9,0,0,0,0,60,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_01.07.2016",2016,"7",1,0,0,0,0,0,0,0,8,0,0,0,0,140,0,0,20,0,0,600,0,4,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,40,2,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_02.06.2017",2017,"6",2,0,0,0,0,0,0,0,10,0,0,0,0,150,0,0,15,0,0,200,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,150,50,0,0,0,0,80,35,0,0,0,0,400,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_08.06.2018",2018,"6",8,0,0,0,0,0,0,0,1,0,1,0,0,20,0,0,40,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,50,0,0,0,0,150,0,0,0,0
111000007,"NOR_030_MZB_LO_4","111000007_29.06.2019",2019,"6",29,0,0,0,10,0,0,0,15,0,0,0,0,800,0,0,0,0,5,1800,0,3,0,0,20,0,0,0,0,0,0,5,0,0,0,0,2,30,0,0,15,0,0,3,0,0,0,0,0,0,5,0,0,2,5,20,0,0,0,0,100,0,2,0,0
111000007,"NOR_030_MZB_LO_4","111000007_01.06.2020",2020,"6",1,0,0,40,0,0,75,0,35,0,0,0,0,2500,0,0,0,0,0,10000,0,120,30,0,150,0,0,0,0,10,0,5,0,0,0,0,15,250,0,0,0,0,15,0,30,0,0,0,0,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0
