country,prov,origin,dataset.id,group,org.site,unique.id,river,latitude,longitude,st.yr,ed.yr,yr.ln,yr.num
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,52,103000540,ESP_034_MZB_LO_100,Urola,43.0067008,-2.3295061,2002,2018,17,11
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,52,BC39,ESP_034_MZB_LO_354,Urola,43.0067008,-2.3295061,2002,2020,19,12
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,53,103000527,ESP_034_MZB_LO_87,Antzuola,43.1015275,-2.3915388,2007,2019,13,13
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,54,103000577,ESP_034_MZB_LO_137,Urola,43.0725695,-2.3305818,1997,2019,23,22
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,54,BC94,ESP_034_MZB_LO_392,Urola,43.0725695,-2.3305818,1997,2021,25,24
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,55,Gip61,ESP_034_MZB_LO_58,Urola,43.10386,-2.316059,2000,2017,18,17
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,55,103000624,ESP_034_MZB_LO_184,Urola,43.1085381,-2.3188706,2007,2019,13,13
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,55,BC160,ESP_034_MZB_LO_325,Urola,43.1085381,-2.3188706,2007,2021,15,15
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,57,Gip63,ESP_034_MZB_LO_60,Urola,43.13403,-2.350034,1996,2021,26,24
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,57,103000516,ESP_034_MZB_LO_76,Urola,43.1323467,-2.3513851,1993,2019,27,25
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,58,103000631,ESP_034_MZB_LO_191,Urola,43.2256554,-2.2582403,2007,2019,13,13
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,58,BC168,ESP_034_MZB_LO_331,Urola,43.2256554,-2.2582403,2007,2022,16,16
Spain,Aitor Larrañaga,"first call, data Ellen used",ESP_034_MZB_LO,78,103000609,ESP_034_MZB_LO_169,Mape,43.3670659,-2.702943,1999,2019,21,19
Spain,Aitor Larrañaga,"second data call, new data",ESP_034_MZB_LO,80,Gip14,ESP_034_MZB_LO_6,Urumea,43.29617,-1.727905,1996,2021,26,24
Spain,Alfredo Llorente,"second data call, new data",ESP_045_MZB_LO,3,EGA146,ESP_045_MZB_LO_45,EGA,42.6286778,-2.467228,1993,2006,14,14
Spain,Alfredo Llorente,"second data call, new data",ESP_045_MZB_LO,7,OKM040,ESP_045_MZB_LO_113,MAPE,43.365167,-2.7103575,1999,2013,15,7
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,9,SN_OBF02100,GER_064_MZB_LO_563,Elbe-2,51.34920442,13.2448065,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,11,SN_OBF02550,GER_064_MZB_LO_565,Elbe-2,51.48440901,13.13165929,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,13,SN_OBF02810,GER_064_MZB_LO_569,Elbe-2,51.64856644,12.89512337,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,32,NRW_212260,GER_064_MZB_LO_210,Suelz,50.86884851,7.20059411,2008,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,33,NRW_212246,GER_064_MZB_LO_209,Suelz,50.86150866,7.212813399,2008,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,56,NRW_791325,GER_064_MZB_LO_479,Diemel,51.48689264,9.117495174,2007,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,62,SH_121534,GER_064_MZB_LO_536,Stoer,54.03348684,9.845316355,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,62,SH_121535,GER_064_MZB_LO_537,Stoer,54.03111796,9.840901789,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,62,SH_121536,GER_064_MZB_LO_538,Stoer,54.03104892,9.836625494,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,66,SH_121541,GER_064_MZB_LO_540,Radesforder Au,53.97369317,10.13583653,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,68,SH_123704,GER_064_MZB_LO_545,Schafflunder Muehlenstrom,54.74748689,9.118099188,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,69,SH_123276,GER_064_MZB_LO_543,Schafflunder Muehlenstrom,54.75297314,9.139447988,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,69,SH_123702,GER_064_MZB_LO_544,Schafflunder Muehlenstrom,54.74926628,9.126990939,2009,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,72,SH_126616,GER_064_MZB_LO_547,Schwartau,53.93514975,10.70953143,2010,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,72,SH_127134,GER_064_MZB_LO_549,Schwartau,53.9376329,10.70495584,2010,2020,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,75,SN_OBF00090,GER_064_MZB_LO_551,Elbe,50.8606542,14.22827168,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,77,SN_OBF00100,GER_064_MZB_LO_552,Elbe-0 (Labe od toku Jílovský potok po tok Kirnitzsch),50.89048528,14.22916996,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,77,SN_OBF00200,GER_064_MZB_LO_553,Elbe-0 (Labe od toku Jílovský potok po tok Kirnitzsch),50.89130271,14.23014716,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,79,SN_OBF00300,GER_064_MZB_LO_555,Elbe,50.90463615,14.20742371,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,81,SN_OBF01200,GER_064_MZB_LO_558,Elbe-1,51.09581062,13.64297521,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,83,SN_OBF01800,GER_064_MZB_LO_561,Elbe,51.20933156,13.40404232,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,85,SN_OBF02700,GER_064_MZB_LO_568,Elbe,51.55823624,13.01213585,2009,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,89,ST_410001,GER_064_MZB_LO_690,Elbe,51.92980587,11.95248351,2008,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,91,ST_410020,GER_064_MZB_LO_692,Elbe,52.06455708,11.68035933,2006,2019,10,10
Germany,Ariane Moulinec,new data call,GER_064_MZB_LO,93,ST_410060,GER_064_MZB_LO_694,Elbe,52.78353524,12.03018622,2006,2019,10,10
England,James Sinclair,"second data call, new data",ENG_062_MZB_LO,351,48185,ENG_062_MZB_LO_1606,MEDEN,53.23368315,-1.029240766,2002,2013,12,9
England,James Sinclair,"second data call, new data",ENG_062_MZB_LO,402,51052,ENG_062_MZB_LO_1814,SEVERN,52.74314587,-2.789875005,2004,2013,10,10
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,1,SN_OBF02100,GER_072_MZB_LO_14,Elbe-2,51.34920442,13.2448065,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,3,SN_OBF02550,GER_072_MZB_LO_16,Elbe-2,51.48440901,13.13165929,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,5,SN_OBF02810,GER_072_MZB_LO_20,Elbe-2,51.64856644,12.89512337,2009,2019,11,11
Sweden,Lenka Kuglerová,first call; data Ellen used,SWE_039_MZB_LO,1,162,SWE_039_MZB_LO_76,Viskansbäcken,62.45301225,16.43853549,2011,2019,9,9
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,1,Spez_083_VD_190,CHE_075_MZB_LO_233,Combagnou,46.57482297,6.43316114,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,5,Spez_084_VD_648,CHE_075_MZB_LO_235,Irence,46.51130338,6.432541894,2018,2018,1,1
England,State data,second data call; new data,ENG_052_MZB_LO,1,165427,ENG_052_MZB_LO_2,SHEAF,53.344,-1.497,2024,2024,1,1
England,State data,second data call; new data,ENG_052_MZB_LO,2,217552,ENG_052_MZB_LO_76,LONG BECK,54.206,-1.167,2024,2024,1,1
England,State data,second data call; new data,ENG_052_MZB_LO,4,218052,ENG_052_MZB_LO_99,PAUL STREAM,50.087,-5.541,2024,2024,1,1
England,State data,second data call; new data,ENG_052_MZB_LO,7,221036,ENG_052_MZB_LO_213,ANGARRACK STREAM,50.175,-5.35,2024,2024,1,1
Germany,"Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)",new data call,GER_070_MZB_LO,33,NRW_212246,GER_070_MZB_LO_140,Suelz,50.86150866,7.212813399,2008,2019,12,7
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,1,SH_121535,GER_071_MZB_LO_4,Stoer,54.03111796,9.840901789,2009,2020,12,5
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,1,SH_121536,GER_071_MZB_LO_5,Stoer,54.03104892,9.836625494,2009,2020,12,5
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,5,SH_121541,GER_071_MZB_LO_7,Radesforder Au,53.97369317,10.13583653,2009,2020,12,5
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,8,SH_123702,GER_071_MZB_LO_11,Schafflunder Muehlenstrom,54.74926628,9.126990939,2009,2020,12,6
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,9,SH_123704,GER_071_MZB_LO_12,Schafflunder Muehlenstrom,54.74748689,9.118099188,2009,2020,12,6
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,11,SH_126616,GER_071_MZB_LO_14,Schwartau,53.93514975,10.70953143,2010,2020,11,5
Germany,Landesamt für Umwelt (Schleswig-Holstein) (LfU),new data call,GER_071_MZB_LO,11,SH_127134,GER_071_MZB_LO_16,Schwartau,53.9376329,10.70495584,2010,2020,11,6
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,1,SN_OBF00080,GER_072_MZB_LO_1,Elbe,50.86335334,14.22628376,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,3,SN_OBF00100,GER_072_MZB_LO_3,Elbe-0 (Labe od toku Jílovský potok po tok Kirnitzsch),50.89048528,14.22916996,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,5,SN_OBF00250,GER_072_MZB_LO_5,Elbe,50.90663552,14.19484918,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,7,SN_OBF01200,GER_072_MZB_LO_9,Elbe-1,51.09581062,13.64297521,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,9,SN_OBF01800,GER_072_MZB_LO_12,Elbe,51.20933156,13.40404232,2009,2019,11,11
Germany,"Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen",new data call,GER_072_MZB_LO,11,SN_OBF02600,GER_072_MZB_LO_18,Elbe,51.55773843,13.01045213,2009,2019,11,11
Germany,Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU),new data call,GER_073_MZB_LO,1,ST_410002,GER_073_MZB_LO_56,Elbe,51.9317718,11.95299091,2008,2019,12,8
Germany,Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU),new data call,GER_073_MZB_LO,3,ST_410021,GER_073_MZB_LO_58,Elbe,52.06490485,11.68325469,2008,2019,12,8
Germany,Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU),new data call,GER_073_MZB_LO,5,ST_410061,GER_073_MZB_LO_60,Elbe,52.78418582,12.03463673,2006,2019,14,8
Sweden,Lenka Kuglerová,first call; data Ellen used,SWE_039_MZB_LO,1,79,SWE_039_MZB_LO_33,Kvarnån,63.43331375,16.52915741,2011,2019,9,9
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,1,CH_093b_LU,CHE_075_MZB_LO_65,Kleine Emme,47.07022622,8.277437952,2015,2015,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,8,CH_154_LU,CHE_075_MZB_LO_110,Ron Hochdorf,47.16485053,8.283378747,2019,2022,4,2
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,8,CH_SPEZ_510_LU,CHE_075_MZB_LO_125,Ron,47.17722711,8.277360503,2023,2023,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,9,CH_903_NE,CHE_075_MZB_LO_113,Sorge,47.01588626,6.907690055,2020,2022,3,3
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,11,Spez_005_AG,CHE_075_MZB_LO_144,Küntenerbach,47.38608469,8.326497318,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,12,CH_138_BE,CHE_075_MZB_LO_92,Chrümmlisbach,47.11736232,7.51945072,2019,2020,2,2
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,12,CH_138_BE_,CHE_075_MZB_LO_93,Chrümlisbach,47.12338636,7.509681496,2022,2022,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,12,CH_138_BE_bis,CHE_075_MZB_LO_94,Chrümlisbach,47.11827186,7.51793673,2021,2021,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,12,Spez_015_BE,CHE_075_MZB_LO_156,Chrümmelisbach,47.12151432,7.511431669,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,15,CH_140_FR,CHE_075_MZB_LO_96,Bainoz,46.80611863,6.817918357,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,15,Spez_027_FR,CHE_075_MZB_LO_168,Bainoz,46.80163058,6.811472428,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,16,CH_141_JU,CHE_075_MZB_LO_97,Erveratte,47.41521234,7.177933635,2019,2022,4,2
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,16,CH_141_JU_bis,CHE_075_MZB_LO_98,Erveratte,47.41516369,7.18030572,2019,2021,3,3
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,16,Spez_044_JU_ER_03_,CHE_075_MZB_LO_188,Ervaratte,47.41516369,7.18030572,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,18,CH_143_SG,CHE_075_MZB_LO_99,Zapfenbach,47.38820161,9.621418472,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,18,CH_144_SG,CHE_075_MZB_LO_100,Mittlerer Seegraben,47.38926583,9.61890492,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,18,Spez_058_SG,CHE_075_MZB_LO_206,Mittlerer Seegraben,47.38926583,9.61890492,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,19,CH_144_SG,CHE_075_MZB_LO_100,Mittlerer Seegraben,47.38926583,9.61890492,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,19,CH_143_SG,CHE_075_MZB_LO_99,Zapfenbach,47.38820161,9.621418472,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,19,Spez_057_SG,CHE_075_MZB_LO_205,Zapfenbach,47.38820161,9.621418472,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,20,CH_147_TG,CHE_075_MZB_LO_103,Eschelisbach,47.60597202,9.304547857,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,20,Spez_070_TG,CHE_075_MZB_LO_219,Eschelisbach,47.60480978,9.302977287,2015,2015,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,22,CH_152_VS,CHE_075_MZB_LO_108,Canal D'Uvrier,46.2463861,7.40623505,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,22,Spez_088_VS,CHE_075_MZB_LO_240,Canal D'Uvrier,46.24772464,7.400477183,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,26,CH_SPEZ_506_TI,CHE_075_MZB_LO_121,Scairolo,45.95628259,8.916986801,2023,2023,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,26,CH_SPEZ_507_TI,CHE_075_MZB_LO_122,Scairolo,45.95214316,8.908813479,2023,2023,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_01,CHE_075_MZB_LO_135,Verenabach,47.22860989,7.531317811,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_02,CHE_075_MZB_LO_136,Verenabach,47.22608174,7.53211885,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_03,CHE_075_MZB_LO_137,Verenabach,47.22499218,7.533595722,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,38,Spez_056_OW,CHE_075_MZB_LO_202,Rütibach,46.85073505,8.181917757,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,38,Spez_056_OW_010,CHE_075_MZB_LO_203,Ruetibach,46.85199353,8.177896488,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW_010,CHE_075_MZB_LO_203,Ruetibach,46.85199353,8.177896488,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW,CHE_075_MZB_LO_202,Rütibach,46.85073505,8.181917757,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW_311,CHE_075_MZB_LO_204,Rütibach,46.85073505,8.181917757,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,Spez_057_SG,CHE_075_MZB_LO_205,Zapfenbach,47.38820161,9.621418472,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,CH_144_SG,CHE_075_MZB_LO_100,Mittlerer Seegraben,47.38926583,9.61890492,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,Spez_058_SG,CHE_075_MZB_LO_206,Mittlerer Seegraben,47.38926583,9.61890492,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,Spez_058_SG,CHE_075_MZB_LO_206,Mittlerer Seegraben,47.38926583,9.61890492,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,CH_143_SG,CHE_075_MZB_LO_99,Zapfenbach,47.38820161,9.621418472,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,Spez_057_SG,CHE_075_MZB_LO_205,Zapfenbach,47.38820161,9.621418472,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,45,VD_CAR_BRE_0736,CHE_075_MZB_LO_254,Carrouge,46.57136727,6.778425516,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,45,VD_PAR_BRO_0711,CHE_075_MZB_LO_257,Parimbot,46.56549732,6.786988068,2019,2019,1,1
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,2,CHE_076_MZB_LO_2,Mezza-Gluna,46.72993537,10.12762957,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,3,CHE_076_MZB_LO_3,Mezza-Gluna,46.72926829,10.13072476,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,6,CHE_076_MZB_LO_6,Sura,46.72639271,10.12823825,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,8,CHE_076_MZB_LO_8,Immez,46.72696699,10.13250781,2001,2022,22,22
