"Unique.ID","Samp.ID","Sampling.date","year","month","day","AESHNIDAE GEN. SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","DIXIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMOURIDAE GEN. SP.","NERITIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHYSIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP."
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,0,0,0,0,0,118,0,0,0,0,15,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,25,0,66,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,80,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,0,0,0,0,3,259,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,0,0,4,0,0,0,0,0,48,0,2,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,1,0,0,1,0,0
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,0,0,0,0,0,118,3,0,1,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,3,0,0,0,26,48,0,0,3,0,0,0,37,0,18,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,108,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-22.06.2015","22.06.2015",2015,6,22,0,0,0,0,1,280,0,0,0,0,13,0,0,0,48,0,0,0,0,0,0,0,0,0,2,0,31,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0,0,4,0,64,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,28,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2018","03.04.2018",2018,4,3,0,0,0,0,1,479,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,0,0,26,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,3,0,0,0,0,0
"ITA_002_MZB_LO_13","ITA_002_MZB_LO_13-26.03.2009","26.03.2009",2009,3,26,0,0,0,0,0,672,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,2,0,0,2,346,0,0,0,0,0,38,0,0,0,11,0,0,0,0,0,27,0,1,0,1,0,5,0,0,1076,0,0,0,0,0,0,2,0,0,0,0,0,32,0,3,0,116,0,0,0,0,0,0,1,0,1
"ITA_002_MZB_LO_13","ITA_002_MZB_LO_13-30.03.2012","30.03.2012",2012,3,30,0,0,0,0,2,80,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,16,0,0,70,0,0,0,0,0,52,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,217,0,0,0,0,0,0,9,0,0,0,0,0,29,0,1,0,22,0,0,0,0,0,0,2,0,0
"ITA_002_MZB_LO_13","ITA_002_MZB_LO_13-04.04.2013","04.04.2013",2013,4,4,0,0,0,0,3,117,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3,0,1,300,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,7,6,0,0,0,0,0,0,0,224,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_13","ITA_002_MZB_LO_13-13.04.2015","13.04.2015",2015,4,13,0,0,0,0,0,160,0,0,4,3,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,1,1,0,0,161,0,1,0,0,0,11,24,0,0,5,0,0,0,0,0,6,0,4,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,43,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_13","ITA_002_MZB_LO_13-27.03.2018","27.03.2018",2018,3,27,0,0,0,0,51,776,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,1,60,0,0,0,0,0,4,20,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_15","ITA_002_MZB_LO_15-31.03.2009","31.03.2009",2009,3,31,0,0,0,0,4,51,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,60,18,8,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_15","ITA_002_MZB_LO_15-28.03.2011","28.03.2011",2011,3,28,0,0,0,0,0,47,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,43,2,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_15","ITA_002_MZB_LO_15-06.03.2012","06.03.2012",2012,3,6,0,0,0,0,8,670,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,107,43,8,0,3,0,0,0,0,0,121,383,16,0,2,0,9,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_15","ITA_002_MZB_LO_15-04.04.2016","04.04.2016",2016,4,4,0,0,0,0,9,384,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,124,68,2,0,2,0,0,0,0,0,76,52,19,0,0,0,19,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,13,0,1,0,25,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_15","ITA_002_MZB_LO_15-24.05.2018","24.05.2018",2018,5,24,0,0,0,0,5,501,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,23,2,0,1,0,0,0,0,0,22,130,6,0,0,0,9,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_29","ITA_002_MZB_LO_29-10.07.2009","10.07.2009",2009,7,10,0,0,0,0,0,151,0,0,0,0,1,0,18,13,12,0,0,0,0,0,0,0,0,0,16,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,0,79,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_29","ITA_002_MZB_LO_29-14.06.2010","14.06.2010",2010,6,14,0,0,0,0,0,85,0,0,0,0,3,0,8,0,2216,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,28,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_29","ITA_002_MZB_LO_29-18.06.2013","18.06.2013",2013,6,18,0,1,0,0,6,505,0,0,0,0,35,0,0,0,82,0,0,0,0,0,0,0,0,1,6,0,276,1,0,0,0,0,0,0,0,21,120,1,0,30,0,0,0,6,0,54,1,9,0,0,0,0,0,0,43,0,0,0,0,0,2,0,0,6,0,0,0,25,0,10,0,12,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_29","ITA_002_MZB_LO_29-01.08.2016","01.08.2016",2016,8,1,0,0,0,2,1,464,3,0,0,0,69,0,0,0,118,0,0,0,0,0,0,0,0,0,48,6,48,0,0,0,0,122,2,0,0,25,110,2,0,2,5,0,3,1,0,123,0,24,1,0,0,0,0,3,3,0,0,0,0,5,16,13,0,7,0,1,0,20,0,4,0,139,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_29","ITA_002_MZB_LO_29-20.07.2018","20.07.2018",2018,7,20,0,1,0,3,1,472,2,0,0,0,8,0,0,13,158,0,0,0,0,0,0,0,0,0,87,4,49,1,0,0,0,105,0,0,0,15,222,2,0,0,10,0,6,3,0,8,0,17,0,0,0,0,0,7,35,0,0,0,0,3,8,12,0,0,0,5,0,7,0,0,0,8,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_34","ITA_002_MZB_LO_34-03.07.2009","03.07.2009",2009,7,3,0,0,0,0,0,90,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,48,0,0,0,0,0,0,2,0,0
"ITA_002_MZB_LO_34","ITA_002_MZB_LO_34-15.06.2012","15.06.2012",2012,6,15,0,6,0,0,1,103,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,5,46,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,24,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_34","ITA_002_MZB_LO_34-23.07.2013","23.07.2013",2013,7,23,0,0,0,0,0,153,0,0,0,0,0,0,2,0,332,0,0,0,0,0,0,0,0,0,0,0,2,0,5,21,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,45,0,3,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,564,0,0,0,0,0,0,5,0,0
"ITA_002_MZB_LO_34","ITA_002_MZB_LO_34-29.07.2016","29.07.2016",2016,7,29,0,0,0,0,0,41,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,410,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_34","ITA_002_MZB_LO_34-08.05.2018","08.05.2018",2018,5,8,0,0,0,0,1,27,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,250,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_35","ITA_002_MZB_LO_35-06.04.2009","06.04.2009",2009,4,6,0,0,0,0,0,1150,0,0,0,0,2,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2
"ITA_002_MZB_LO_35","ITA_002_MZB_LO_35-02.03.2012","02.03.2012",2012,3,2,0,0,0,2,0,514,0,0,0,0,0,2,0,0,2210,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_35","ITA_002_MZB_LO_35-13.03.2013","13.03.2013",2013,3,13,0,0,0,0,0,1726,0,0,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,52,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1214,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,2,0,0
"ITA_002_MZB_LO_35","ITA_002_MZB_LO_35-15.02.2016","15.02.2016",2016,2,15,0,0,0,0,0,778,0,0,0,0,34,0,0,0,1094,0,0,0,0,0,0,2,0,2,0,2,14,0,2,0,0,0,0,0,0,2,2,0,0,32,2,0,2,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,190,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_35","ITA_002_MZB_LO_35-20.02.2018","20.02.2018",2018,2,20,0,0,0,0,0,638,0,0,0,0,94,0,0,4,1172,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,142,0,0,0,6,0,0,4,0,0
"ITA_002_MZB_LO_41","ITA_002_MZB_LO_41-15.04.2009","15.04.2009",2009,4,15,0,0,0,0,0,60,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_41","ITA_002_MZB_LO_41-29.03.2012","29.03.2012",2012,3,29,0,0,0,0,0,219,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,1,0,41,0,0,128,0,0,0,0,0,140,51,1,0,1,0,0,0,0,0,76,0,2,0,7,0,0,0,0,290,0,0,4,0,0,1,36,0,0,0,0,0,37,0,0,0,12,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_41","ITA_002_MZB_LO_41-14.05.2013","14.05.2013",2013,5,14,0,0,0,0,0,244,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,1,0,102,0,5,408,0,0,0,0,0,24,70,0,0,3,0,0,0,0,0,16,5,11,0,0,0,0,0,0,116,0,0,4,0,0,0,6,0,0,0,0,0,76,0,0,0,5,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_41","ITA_002_MZB_LO_41-07.04.2016","07.04.2016",2016,4,7,0,0,0,0,1,41,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1072,0,0,0,0,0,68,5,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,17,0,0,1,0,0,3,531,0,0,0,0,0,22,0,0,0,26,0,0,0,1,0,0,0,0,0
"ITA_002_MZB_LO_41","ITA_002_MZB_LO_41-06.04.2018","06.04.2018",2018,4,6,0,0,0,0,0,106,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,26,1726,0,67,0,0,0,131,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,36,0,0,2,0,0,0,194,0,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0
"ITA_002_MZB_LO_43","ITA_002_MZB_LO_43-19.03.2009","19.03.2009",2009,3,19,0,0,0,0,2,50,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,12,0,0,0,0,0,47,3,4,0,0,0,58,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0,0,0,83,0,2,0,0
"ITA_002_MZB_LO_43","ITA_002_MZB_LO_43-06.04.2011","06.04.2011",2011,4,6,0,0,0,0,3,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,0,0,0,7,0,0,0,0,0,182,0,8,0,3,0,0,0,25,0,21,0,7,0,0,0,43,0,0,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,16,0,0,0,0
"ITA_002_MZB_LO_43","ITA_002_MZB_LO_43-21.03.2012","21.03.2012",2012,3,21,0,0,0,0,3,202,0,0,0,0,0,0,0,1,350,0,0,0,0,0,0,0,0,0,17,1,0,0,0,6,0,0,0,0,0,127,0,7,0,8,0,0,0,8,0,101,3,12,0,0,0,44,0,0,4,0,20,19,0,0,0,0,0,0,0,0,0,9,0,0,0,26,0,0,0,1,23,0,0,0,0
"ITA_002_MZB_LO_43","ITA_002_MZB_LO_43-15.04.2015","15.04.2015",2015,4,15,0,0,0,0,13,102,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,114,25,6,0,1,0,0,0,7,0,64,0,1,0,0,0,40,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,35,0,0,0,0
"ITA_002_MZB_LO_43","ITA_002_MZB_LO_43-21.05.2018","21.05.2018",2018,5,21,0,0,0,0,1,8,0,0,0,0,0,0,0,2,334,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,19,9,2,0,0,0,0,0,3,0,31,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_46","ITA_002_MZB_LO_46-11.08.2009","11.08.2009",2009,8,11,0,0,0,0,2,14,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,20,24,0,0,0,0,0,3,25,0,11,0,1,0,0,0,0,0,0,2,0,8,3,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0
"ITA_002_MZB_LO_46","ITA_002_MZB_LO_46-22.09.2010","22.09.2010",2010,9,22,0,0,0,0,8,49,3,0,0,0,0,1,0,3,61,0,0,5,0,77,0,1,32,4,0,0,2,1,0,0,0,0,11,0,0,76,80,1,0,1,0,0,73,3,0,56,0,11,0,0,0,0,0,0,7,0,5,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,8,0,0
"ITA_002_MZB_LO_46","ITA_002_MZB_LO_46-25.07.2012","25.07.2012",2012,7,25,1,0,0,0,12,90,7,0,0,0,0,0,0,1,89,0,0,1,0,1,0,0,16,1,29,4,9,0,0,0,0,3,2,0,1,74,73,13,0,59,0,0,1,6,0,95,0,9,0,0,0,8,0,17,1,1,97,0,25,0,0,2,0,6,0,0,0,1,3,3,0,3,0,0,0,9,0,0,0,0,0
"ITA_002_MZB_LO_46","ITA_002_MZB_LO_46-15.07.2015","15.07.2015",2015,7,15,1,0,0,0,9,136,8,0,0,0,0,2,0,1,60,0,0,0,1,10,0,0,0,0,45,2,13,0,0,0,0,2,0,0,0,31,185,2,0,0,0,0,128,25,3,51,9,10,0,0,0,0,0,2,2,0,8,0,0,0,0,2,2,18,0,0,0,0,0,1,5,0,0,0,0,5,0,0,6,0,0
"ITA_002_MZB_LO_46","ITA_002_MZB_LO_46-17.07.2018","17.07.2018",2018,7,17,0,0,0,0,12,101,47,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,83,2,5,0,0,0,0,10,4,0,0,52,97,96,0,38,1,1,1,8,0,32,0,6,0,0,0,15,0,11,2,0,135,2,9,0,0,0,0,4,0,0,0,3,3,0,0,7,0,0,0,11,0,3,0,0,0
"ITA_002_MZB_LO_49","ITA_002_MZB_LO_49-29.04.2009","29.04.2009",2009,4,29,0,0,40,2,0,142,0,0,0,0,36,4,0,0,1164,0,78,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,36,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,4,0,0,0,2,0
"ITA_002_MZB_LO_49","ITA_002_MZB_LO_49-29.03.2012","29.03.2012",2012,3,29,0,0,44,0,0,100,0,0,0,0,148,4,0,0,332,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,34,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_49","ITA_002_MZB_LO_49-15.02.2013","15.02.2013",2013,2,15,0,0,0,0,0,280,0,0,0,0,0,2,0,0,86,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_49","ITA_002_MZB_LO_49-23.03.2015","23.03.2015",2015,3,23,0,0,28,0,0,358,0,0,0,0,50,2,0,0,182,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,32,96,0,0,0,0,0,0,0,2,2,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_49","ITA_002_MZB_LO_49-15.02.2018","15.02.2018",2018,2,15,0,0,0,0,0,680,0,0,0,0,0,0,0,34,460,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,244,0,0,0,0,0,0,0,0,0
"ITA_002_MZB_LO_51","ITA_002_MZB_LO_51-22.09.2009","22.09.2009",2009,9,22,0,0,0,0,40,26,1,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,154,47,32,0,33,0,0,0,60,0,5,0,4,0,0,0,5,0,0,2,1,12,35,5,0,0,0,0,0,0,0,0,13,1,2,0,8,0,0,1,0,0,0,0,0,0
"ITA_002_MZB_LO_51","ITA_002_MZB_LO_51-21.07.2010","21.07.2010",2010,7,21,0,0,0,0,77,227,2,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,47,1,62,1,64,2,0,0,0,1,0,0,0,97,207,134,0,7,0,0,0,129,0,101,0,2,0,0,0,31,0,11,4,1,38,3,24,0,0,0,0,2,0,1,2,11,2,6,0,22,0,0,0,0,0,0,1,0,0
"ITA_002_MZB_LO_51","ITA_002_MZB_LO_51-08.08.2012","08.08.2012",2012,8,8,0,0,0,0,94,201,4,0,0,0,28,0,0,1,80,0,0,0,0,0,1,0,17,0,70,5,21,0,0,0,0,1,0,0,0,142,140,53,0,90,0,0,0,4,0,136,0,0,0,0,0,79,0,1,9,0,31,8,1,0,0,0,0,0,0,0,7,14,0,0,0,55,0,0,0,1,0,1,0,0,0
"ITA_002_MZB_LO_51","ITA_002_MZB_LO_51-06.08.2015","06.08.2015",2015,8,6,0,0,0,0,13,82,5,0,0,0,8,0,0,1,97,0,0,0,0,0,0,0,10,16,8,3,27,0,0,0,0,0,0,0,0,39,120,5,0,3,5,0,19,39,0,122,4,5,0,0,0,4,0,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"ITA_002_MZB_LO_51","ITA_002_MZB_LO_51-25.07.2018","25.07.2018",2018,7,25,0,0,0,0,29,166,0,0,11,0,0,0,0,0,39,0,0,0,0,0,3,0,18,2,121,3,112,0,0,0,0,1,0,0,0,70,140,47,0,0,0,0,0,81,0,78,13,2,0,0,2,82,0,1,5,9,10,2,33,0,11,0,0,49,0,0,2,55,18,0,0,61,1,0,4,0,0,0,0,0,0
